,Pre-pandemic Date,"B.C.

Number of ED visits, pre-pandemic",Post-pandemic Date,"B.C.

Number of ED visits, pandemic period",PRE_MIN_TEMPERATURE,PRE_MEAN_TEMPERATURE,PRE_MAX_TEMPERATURE,PRE_TOTAL_SNOW,PRE_TOTAL_RAIN,PRE_TOTAL_PRECIPITATION,PRE_HEATING_DEGREE_DAYS,PRE_COOLING_DEGREE_DAYS,POST_MIN_TEMPERATURE,POST_MEAN_TEMPERATURE,POST_MAX_TEMPERATURE,POST_TOTAL_SNOW,POST_TOTAL_RAIN,POST_TOTAL_PRECIPITATION,POST_HEATING_DEGREE_DAYS,POST_COOLING_DEGREE_DAYS
40,2019-03-21,"4,746",2020-03-21,"2,612",0.6938967136150235,8.132547169811321,15.55953488372093,0.0,0.0734513274336283,0.0505050505050505,9.86745283018868,0.0,-1.4883720930232558,4.873584905660378,11.2,0.1401869158878504,0.2093457943925233,0.2519337016574586,13.126415094339624,0.0
42,2019-03-22,"4,872",2020-03-22,"2,464",1.656279069767442,7.935238095238096,14.168867924528303,0.1111111111111111,1.8073394495412844,1.3071794871794873,10.064761904761903,0.0,-0.6528571428571428,4.010576923076924,8.727830188679246,0.2361904761904762,3.149056603773585,2.786666666666666,13.989423076923078,0.0
44,2019-03-23,"4,754",2020-03-23,"2,454",2.664761904761905,7.745933014354067,12.82085308056872,0.0,0.1798165137614679,0.285204081632653,10.254066985645933,0.0,0.2585714285714286,4.105741626794258,7.895693779904306,0.8152380952380952,3.119811320754717,3.622777777777778,13.894258373205744,0.0
46,2019-03-24,"4,961",2020-03-24,"2,394",0.8066666666666666,6.433816425120773,12.10943396226415,0.1531531531531531,0.9018018018018018,0.6343434343434343,11.566183574879226,0.0,-1.4432558139534883,2.9637209302325584,7.363888888888888,0.1189189189189189,0.6241071428571429,0.8566844919786095,15.036279069767442,0.0
48,2019-03-25,"5,032",2020-03-25,"2,482",1.733175355450237,6.843333333333333,11.93098591549296,0.2556521739130434,3.6582608695652175,2.9235,11.156666666666666,0.0,-2.538317757009346,3.0476190476190474,8.66255924170616,0.1738317757009345,0.7101851851851853,0.6584699453551912,14.952380952380953,0.0
50,2019-03-26,"4,671",2020-03-26,"2,390",2.20343137254902,6.381683168316831,10.57205882352941,0.3044247787610619,1.4280701754385965,2.528645833333333,11.618316831683169,0.0,-0.5497674418604651,3.276995305164319,7.1373831775700936,0.6818181818181818,5.502678571428571,4.896256684491979,14.72300469483568,0.0
52,2019-03-27,"4,568",2020-03-27,"2,378",0.4099056603773585,6.772380952380953,13.157819905213271,0.0,0.1211009174311926,0.1266666666666666,11.227619047619047,0.0,2.064788732394366,5.104306220095694,8.062380952380952,0.2722222222222222,6.055963302752294,5.147311827956989,12.895693779904306,0.0
54,2019-03-28,"4,644",2020-03-28,"2,316",0.9079601990049752,7.465,14.01039603960396,0.0,0.0288288288288288,0.0264550264550264,10.535,0.0,2.7444444444444445,5.279126213592233,7.808212560386473,0.4499999999999999,11.035576923076924,9.895027624309392,12.720873786407768,0.0
56,2019-03-29,"4,658",2020-03-29,"2,348",0.4425837320574162,7.477560975609757,14.443961352657006,0.0,0.0058823529411764,0.0085106382978723,10.522439024390245,0.0,2.28252427184466,5.584313725490197,8.890338164251208,0.5923076923076922,7.411538461538461,6.260220994475137,12.415686274509804,0.0
58,2019-03-30,"4,623",2020-03-30,"2,447",0.1682926829268292,7.113170731707317,13.97536231884058,0.0,0.0058252427184466,0.01005291005291,10.886829268292685,0.0,0.2516746411483254,3.224519230769231,6.190476190476191,0.9518518518518518,5.404587155963303,6.032795698924731,14.77548076923077,0.0
60,2019-03-31,"4,858",2020-03-31,"2,298",1.1764150943396228,7.64095238095238,14.1392523364486,0.0163636363636363,0.0527272727272727,0.0636363636363636,10.35904761904762,0.0,-1.8458333333333328,1.7816901408450705,5.418309859154929,0.3452830188679245,3.2672897196261683,2.560326086956522,16.218309859154928,0.0
62,2019-04-01,"4,983",2020-04-01,"2,186",0.4559241706161137,8.188995215311005,15.906635071090047,0.008695652173913,0.0069565217391304,0.0541237113402061,9.811004784688995,0.0,-3.768544600938968,0.4800947867298578,4.7448113207547165,0.0709090909090909,0.4709090909090909,0.6878453038674033,17.519905213270142,0.0
64,2019-04-02,"4,754",2020-04-02,"2,267",1.088235294117647,8.69032258064516,16.27853881278539,0.0521739130434782,3.631896551724138,2.146305418719212,9.30967741935484,0.0,-4.217840375586855,0.3899999999999999,5.0483412322274885,0.8207547169811321,0.5861111111111111,0.960989010989011,17.61,0.0
66,2019-04-03,"4,462",2020-04-03,"2,231",3.0110091743119267,7.3158878504672895,11.44474885844749,0.2643478260869565,4.04396551724138,4.592682926829268,10.68411214953271,0.0,-3.501960784313725,0.7034825870646766,4.88768472906404,0.5299065420560748,0.5672897196261683,1.3851428571428572,17.296517412935323,0.0
68,2019-04-04,"4,592",2020-04-04,"2,208",3.7162790697674417,8.227102803738317,12.722018348623854,0.1623931623931624,2.0703389830508474,1.670873786407767,9.772897196261685,0.0,-3.906603773584906,1.253809523809524,6.372511848341232,0.0113207547169811,0.4698113207547169,0.4105555555555555,16.746190476190474,0.0
70,2019-04-05,"4,592",2020-04-05,"2,205",4.1213953488372095,7.862200956937799,11.635238095238096,0.2333333333333333,7.155963302752293,5.990355329949238,10.137799043062202,0.0,-2.5693396226415097,2.7861904761904763,8.114018691588786,0.0685185185185185,0.1259259259259259,0.1793478260869565,15.213809523809523,0.0
72,2019-04-06,"4,393",2020-04-06,"2,455",3.1133333333333333,6.641148325358851,10.183886255924172,0.4277777777777777,8.187037037037037,6.7055837563451774,11.358851674641148,0.0,-1.8655813953488367,4.439906103286385,10.692990654205609,0.0,0.1186915887850467,0.1846153846153846,13.560093896713616,0.0
74,2019-04-07,"4,682",2020-04-07,"2,336",3.1136150234741784,7.407109004739337,11.702314814814814,0.045045045045045,3.5625,3.053731343283582,10.592890995260664,0.0,0.7869767441860465,5.948356807511737,11.092558139534884,0.0462962962962962,0.0037037037037037,0.0919354838709677,12.051643192488262,0.0
76,2019-04-08,"4,748",2020-04-08,"2,403",1.5165898617511522,6.5600000000000005,11.57175925925926,0.1769911504424778,3.3157894736842106,2.9786069651741296,11.44,0.0,-1.0037383177570094,5.939719626168224,12.831944444444444,0.0091743119266055,1.0477064220183487,0.9897297297297296,12.060280373831777,0.0
78,2019-04-09,"4,524",2020-04-09,"2,527",2.8655963302752294,7.617511520737327,12.353424657534246,0.0413793103448275,2.4,1.9453658536585363,10.382488479262673,0.0,1.4217592592592594,8.066190476190476,14.63952380952381,0.0349514563106796,0.5368932038834952,0.8685082872928178,9.933809523809524,0.0
80,2019-04-10,"4,430",2020-04-10,"2,521",3.0643518518518515,6.80093896713615,10.492056074766356,0.4836363636363636,4.06875,4.171144278606965,11.19906103286385,0.0,2.425837320574163,8.085990338164251,13.747619047619049,0.0,0.2257425742574257,0.2561111111111111,9.914009661835747,0.0
82,2019-04-11,"4,232",2020-04-11,"2,486",1.8553398058252424,5.941379310344828,9.95,0.069090909090909,3.493693693693694,3.2348958333333333,12.058620689655172,0.0,1.3326923076923076,6.46201923076923,11.563981042654028,0.0215686274509803,0.0607843137254901,0.2288888888888888,11.537980769230767,0.0
84,2019-04-12,"4,472",2020-04-12,"2,424",1.817961165048544,7.092079207920792,12.35735294117647,0.0851485148514851,4.118811881188119,2.3190476190476192,10.907920792079208,0.0,-1.8113744075829383,5.1119047619047615,12.018483412322276,0.0,0.0,0.0748603351955307,12.888095238095238,0.0
86,2019-04-13,"4,363",2020-04-13,"2,504",3.138916256157636,6.4095,9.665671641791045,0.1838383838383838,5.280808080808081,5.761170212765957,11.5905,0.0,-1.4104761904761904,5.891826923076923,13.21933962264151,0.019047619047619,0.3504761904761904,0.2972375690607735,12.108173076923077,0.0
88,2019-04-14,"4,565",2020-04-14,"2,557",2.486829268292683,6.244117647058824,10.033333333333331,0.2205607476635513,3.05,2.484183673469388,11.755882352941176,0.0,3.3813084112149534,8.632547169811321,13.8561320754717,0.0,0.6728971962616822,0.8572972972972973,9.36745283018868,0.0
90,2019-04-15,"4,867",2020-04-15,"2,461",1.376525821596244,6.3018957345971565,11.224413145539907,0.0509090909090909,1.8481818181818184,1.5456410256410256,11.698104265402844,0.0,2.988837209302326,9.129767441860466,15.269907407407407,0.0,0.0448598130841121,0.125268817204301,8.870232558139534,0.0
92,2019-04-16,"4,447",2020-04-16,"2,732",0.7427230046948358,6.006190476190476,11.260849056603774,0.0,4.609734513274336,3.52994923857868,11.993809523809524,0.0,1.424413145539906,8.887735849056604,16.379342723004697,0.0,0.1611650485436893,0.1394444444444444,9.112264150943396,0.0
94,2019-04-17,"4,441",2020-04-17,"2,748",4.404225352112676,9.092452830188678,13.780373831775702,0.0272727272727272,8.675,5.968341708542714,8.907547169811322,0.0,3.476168224299065,8.618009478672986,13.656398104265405,0.0,0.7903846153846155,0.7285714285714285,9.381990521327014,0.0
96,2019-04-18,"4,340",2020-04-18,"2,697",5.915865384615385,8.824752475247525,11.71078431372549,0.0,12.272115384615384,11.551063829787234,9.175247524752477,0.0,4.452884615384615,9.84,15.20341463414634,0.0,0.1061855670103092,0.1693181818181818,8.16,0.0
98,2019-04-19,"4,516",2020-04-19,"2,548",5.382266009852216,8.957920792079207,12.51813725490196,0.0137254901960784,2.127722772277228,3.2240641711229947,9.042079207920793,0.0,3.787745098039216,9.759803921568627,15.76904761904762,0.0019417475728155,0.1326923076923077,0.1153846153846153,8.240196078431373,0.0
100,2019-04-20,"4,455",2020-04-20,"2,926",2.533173076923077,8.395145631067962,14.278365384615386,0.0,0.1137254901960784,0.0952380952380952,9.604854368932038,0.0,3.3647887323943664,10.040845070422534,16.695813953488372,0.0,0.1651376146788991,0.1472826086956521,7.959154929577465,0.0
102,2019-04-21,"4,709",2020-04-21,"2,904",2.0995098039215687,8.133168316831684,14.152450980392157,0.0714285714285714,6.017346938775511,3.849189189189189,9.866831683168316,0.0,5.161643835616439,9.880275229357798,14.578899082568809,0.0,3.558181818181818,2.315873015873016,8.119724770642202,0.0
104,2019-04-22,"4,844",2020-04-22,"2,877",4.745544554455446,8.552736318407959,12.449029126213592,0.0849056603773584,6.5336448598130845,6.271794871794872,9.44726368159204,0.0,5.64147465437788,9.382488479262673,13.09447004608295,0.0,4.881818181818182,4.371957671957672,8.617511520737327,0.0
106,2019-04-23,"4,677",2020-04-23,"2,955",4.786046511627907,9.230985915492958,13.67196261682243,0.0348623853211009,0.7618181818181818,0.8863636363636364,8.769014084507042,0.0,5.291743119266054,9.761926605504586,14.211467889908256,0.0,0.7612612612612613,0.7671957671957672,8.238073394495414,0.0
108,2019-04-24,"4,552",2020-04-24,"3,123",2.5136792452830186,7.649289099526066,12.794835680751175,0.0,0.1796296296296296,0.2454081632653061,10.350710900473931,0.0,3.344075829383886,8.929807692307692,14.41826923076923,0.0094339622641509,4.586792452830188,2.8384615384615386,9.070192307692308,0.0
110,2019-04-25,"4,457",2020-04-25,"2,985",0.3440191387559809,7.188405797101449,14.004326923076924,0.016822429906542,0.4626168224299065,0.3217616580310881,10.81159420289855,0.0,5.695673076923077,9.356521739130434,13.021153846153847,0.0640776699029126,4.695145631067962,5.059340659340659,8.643478260869566,0.0
112,2019-04-26,"4,506",2020-04-26,"2,934",2.4084577114427863,7.860606060606061,13.300502512562815,0.4222222222222222,1.504040404040404,1.5387096774193547,10.13939393939394,0.0,3.887142857142857,8.202415458937198,12.533809523809524,0.1028571428571428,7.94622641509434,5.997282608695652,9.797584541062802,0.0
114,2019-04-27,"4,469",2020-04-27,"3,258",2.001951219512195,6.544607843137254,11.118932038834952,0.1588235294117647,0.3049019607843137,0.8052631578947368,11.455392156862745,0.0,4.873732718894009,9.124537037037037,13.324770642201836,0.0,3.05625,3.2649214659685866,8.875462962962963,0.0
116,2019-04-28,"4,552",2020-04-28,"3,139",0.7975369458128079,7.278,13.73152709359606,0.1090909090909091,0.105050505050505,0.1304812834224598,10.722,0.0,3.451834862385321,8.023255813953488,12.531162790697673,0.009009009009009,3.538938053097345,2.823157894736842,9.976744186046512,0.0
118,2019-04-29,"4,835",2020-04-29,"3,214",0.5442857142857143,7.612980769230769,14.716981132075473,0.0398148148148148,0.0148148148148148,0.0369230769230769,10.38701923076923,0.0,4.771770334928229,9.148076923076925,13.515789473684212,0.0,5.773684210526316,4.511891891891892,8.851923076923077,0.0
120,2019-04-30,"4,543",2020-04-30,"3,199",0.9809302325581396,7.966197183098592,14.991121495327102,0.0394495412844036,0.0293577981651376,0.0512690355329949,10.033802816901408,0.0,5.789952153110048,10.067942583732057,14.35095238095238,0.0,1.4289719626168225,2.028804347826087,7.932057416267942,0.0
122,2019-05-01,"4,570",2020-05-01,"3,343",3.0841346153846154,8.703398058252427,14.30673076923077,0.0109090909090909,0.2663636363636363,0.3026041666666667,9.296601941747571,0.0,3.791588785046729,9.870142180094788,15.91611374407583,0.0,2.0226415094339623,1.413440860215054,8.129857819905213,0.0
124,2019-05-02,"4,657",2020-05-02,"3,123",4.793953488372093,9.655188679245285,14.52046511627907,0.1174311926605504,0.2045871559633027,0.3517766497461929,8.344811320754717,0.0,4.867307692307692,10.070531400966184,15.26328502415459,0.0194174757281553,10.224271844660194,7.836216216216217,7.929468599033817,0.0
126,2019-05-03,"4,527",2020-05-03,"3,075",5.220560747663551,10.132057416267942,14.992417061611375,0.175,0.0365384615384615,0.2324607329842931,7.867942583732058,0.0,4.583732057416268,8.557487922705315,12.553333333333333,0.0188679245283018,2.880188679245283,2.778835978835979,9.442512077294683,0.0
128,2019-05-04,"4,460",2020-05-04,"3,361",5.107729468599033,10.589756097560976,16.05072463768116,0.0323529411764705,0.1558823529411764,0.2105263157894736,7.410243902439024,0.0,2.392523364485981,8.534285714285714,14.635849056603774,0.0925925925925925,1.9623853211009172,1.614210526315789,9.465714285714286,0.0
130,2019-05-05,"4,781",2020-05-05,"3,361",5.066341463414633,11.096078431372549,17.160765550239233,0.0,0.4125,0.3583333333333333,6.903921568627451,0.0,4.254285714285714,10.835436893203884,17.388461538461538,0.0095238095238095,2.739622641509434,2.037967914438503,7.164563106796117,0.0
132,2019-05-06,"4,814",2020-05-06,"3,289",4.839534883720931,11.516822429906542,18.186976744186044,0.0,0.0718181818181818,0.0573604060913705,6.483177570093458,0.0,5.839130434782609,9.711219512195122,13.587864077669902,0.0,2.299056603773585,2.713586956521739,8.288780487804878,0.0
134,2019-05-07,"4,567",2020-05-07,"3,376",6.082027649769585,12.550934579439252,19.01111111111111,0.0,0.1553571428571428,0.1369999999999999,5.455140186915888,0.0060747663551401,3.7735,10.179187817258883,16.507070707070707,0.0,0.324074074074074,0.2840909090909091,7.820812182741117,0.0
136,2019-05-08,"4,513",2020-05-08,"3,394",7.135185185185185,13.758878504672898,20.30651162790697,0.0,0.0576576576576576,0.0407035175879397,4.307009345794393,0.0658878504672897,4.542654028436019,13.026699029126211,21.47038834951456,0.0,0.0019607843137254,0.0391304347826087,4.983980582524272,0.0106796116504854
138,2019-05-09,"4,694",2020-05-09,"3,332",6.575586854460093,15.094761904761905,23.615962441314554,0.0,0.0074074074074074,0.0087179487179487,3.1542857142857144,0.249047619047619,6.549519230769231,14.78390243902439,23.015121951219516,0.0,0.0,0.0480662983425414,3.420975609756097,0.2048780487804878
140,2019-05-10,"4,623",2020-05-10,"3,253",7.743720930232558,16.013333333333335,24.248584905660376,0.0,0.0,0.0127551020408163,2.313809523809524,0.3271428571428572,8.440291262135922,15.302450980392155,22.216908212560384,0.0,0.0176470588235294,0.0309782608695652,3.1509803921568627,0.4534313725490196
142,2019-05-11,"4,653",2020-05-11,"3,859",8.235238095238095,15.459808612440192,22.67251184834123,0.0,0.0083333333333333,0.0370558375634517,2.909090909090909,0.3688995215311004,8.26388888888889,14.48279069767442,20.714418604651165,0.0,4.302830188679246,2.5409574468085108,3.8246511627906976,0.3074418604651162
144,2019-05-12,"4,686",2020-05-12,"3,613",7.0262135922330105,13.214634146341464,19.48803827751196,0.0,0.0304761904761904,0.0206185567010309,4.940975609756097,0.1556097560975609,6.702347417840375,12.191037735849056,17.688837209302324,0.0,3.369090909090909,3.6916666666666655,5.808962264150943,0.0
146,2019-05-13,"4,932",2020-05-13,"3,429",6.319138755980862,12.602415458937196,18.84471153846154,0.0,0.9294642857142856,0.5479381443298968,5.472946859903382,0.0753623188405797,6.534299516908212,12.26359223300971,17.983574879227053,0.0,1.3316831683168318,1.5335227272727272,5.736407766990292,0.0
148,2019-05-14,"4,553",2020-05-14,"3,550",7.759813084112149,11.349760765550238,14.935238095238097,0.0,6.047321428571428,5.211055276381909,6.650239234449761,0.0,6.887378640776698,12.22439024390244,17.53951219512195,0.0,1.0490000000000002,0.8228571428571428,5.775609756097561,0.0
150,2019-05-15,"4,421",2020-05-15,"3,587",6.799019607843137,12.73019801980198,18.676585365853654,0.0,2.199107142857143,1.7869791666666668,5.27029702970297,0.0004950495049504,7.181904761904762,12.473300970873789,17.758252427184466,0.0,1.168085106382979,0.764406779661017,5.526699029126213,0.0
152,2019-05-16,"4,554",2020-05-16,"3,304",9.249302325581397,13.03952380952381,16.81658767772512,0.0,4.371818181818182,3.084183673469388,4.964285714285714,0.0038095238095238,7.828502415458937,11.982926829268292,16.11658536585366,0.0,11.23076923076923,7.462285714285715,6.017073170731707,0.0
154,2019-05-17,"4,386",2020-05-17,"3,457",8.912857142857144,11.892233009708738,14.908133971291868,0.0,3.4923076923076923,3.7759162303664926,6.107766990291262,0.0,8.78142857142857,12.536842105263156,16.285714285714285,0.0,4.486315789473684,4.825280898876405,5.463157894736842,0.0
156,2019-05-18,"4,356",2020-05-18,"3,553",7.672248803827751,12.412077294685991,17.117391304347827,0.0121212121212121,0.301010101010101,0.5010752688172043,5.58792270531401,0.0,7.671634615384615,12.781067961165048,17.905714285714286,0.0,0.7458333333333332,0.9444444444444444,5.219902912621359,0.0009708737864077
158,2019-05-19,"4,760",2020-05-19,"3,802",7.801923076923076,13.618840579710144,19.422596153846158,0.0,0.3578431372549019,0.2428571428571428,4.386473429951691,0.0053140096618357,7.688584474885845,13.084792626728111,18.45275229357798,0.0,1.1407766990291262,0.8596774193548388,4.92442396313364,0.0092165898617511
160,2019-05-20,"4,718",2020-05-20,"3,592",7.852941176470588,11.982758620689657,16.14417475728155,0.0,3.68348623853211,3.5994818652849743,6.017241379310345,0.0,8.263255813953489,12.382242990654207,16.53333333333333,0.0099009900990099,3.261386138613861,2.680327868852459,5.634112149532711,0.0163551401869158
162,2019-05-21,"4,884",2020-05-21,"3,404",7.789671361502347,13.212322274881515,18.62735849056604,0.0,0.3201834862385321,0.5025641025641026,4.7900473933649295,0.0023696682464454,7.235483870967742,10.82685185185185,14.39351851851852,0.0,2.5450980392156866,2.6682795698924733,7.173148148148148,0.0
164,2019-05-22,"4,486",2020-05-22,"3,628",8.001382488479262,14.687906976744186,21.378703703703703,0.0,0.1612612612612612,0.116751269035533,3.3446511627906976,0.0325581395348837,7.098148148148148,10.781990521327014,14.429383886255923,0.0,1.196907216494845,1.6342541436464089,7.218009478672986,0.0
166,2019-05-23,"4,696",2020-05-23,"3,425",8.63411214953271,14.683962264150944,20.71214953271028,0.0,0.8814814814814815,0.5922279792746113,3.399528301886793,0.0834905660377358,7.582380952380952,12.00625,16.40622009569378,0.0,2.727368421052632,2.2262569832402237,5.99375,0.0
168,2019-05-24,"4,607",2020-05-24,"3,403",8.989201877934272,13.47846889952153,17.989047619047618,0.0,2.1809523809523808,2.434375,4.525358851674641,0.0038277511961722,8.152358490566037,12.663033175355451,17.177102803738318,0.0,5.964,3.8683060109289618,5.336966824644549,0.0
170,2019-05-25,"4,281",2020-05-25,"3,741",8.535377358490566,13.033175355450236,17.508056872037915,0.0,3.2817307692307693,3.698952879581152,4.970616113744075,0.0037914691943127,9.4,12.541203703703705,15.697235023041475,0.0,3.666019417475729,4.401075268817205,5.458796296296296,0.0
172,2019-05-26,"4,709",2020-05-26,"3,628",7.606280193236715,15.041463414634146,22.45048076923077,0.0,0.2952380952380952,0.2167539267015706,3.0829268292682928,0.124390243902439,7.7064516129032254,12.61906976744186,17.535348837209302,0.0,0.2848484848484848,0.4983606557377049,5.38093023255814,0.0
174,2019-05-27,"4,985",2020-05-27,"3,680",8.039170506912443,16.20279069767442,24.33640552995392,0.0,0.0127272727272727,0.0244897959183673,2.1632558139534885,0.3660465116279069,5.149537037037037,12.582325581395349,20.02453703703704,0.0,0.402970297029703,0.2565217391304348,5.423255813953489,0.0055813953488372
176,2019-05-28,"4,609",2020-05-28,"3,739",9.05045871559633,16.08325581395349,23.05720930232558,0.0,0.0259259259259259,0.0492146596858638,2.296279069767442,0.3795348837209302,7.88785046728972,14.590047393364928,21.259241706161134,0.0,0.4428571428571428,0.507182320441989,3.646445497630332,0.2364928909952606
178,2019-05-29,"4,518",2020-05-29,"3,834",9.476635514018692,16.278301886792452,23.1018779342723,0.0,0.0485981308411214,0.0542105263157894,2.287735849056604,0.5660377358490566,9.51361502347418,15.706666666666669,21.950236966824644,0.0,0.8536082474226804,0.6083333333333333,2.591428571428572,0.2980952380952381
180,2019-05-30,"4,616",2020-05-30,"3,582",9.454807692307693,16.539320388349513,23.59126213592233,0.0,0.2980769230769231,0.2311475409836065,1.9470873786407767,0.4864077669902912,10.098564593301434,14.12415458937198,18.11159420289855,0.0,7.302105263157895,6.258988764044943,3.9328502415458937,0.0570048309178744
182,2019-05-31,"4,684",2020-05-31,"3,581",10.281818181818185,17.041463414634148,23.793719806763285,0.0,0.4314285714285715,0.3822580645161291,1.7546341463414634,0.7960975609756097,9.298058252427184,12.604901960784314,16.054807692307694,0.0,3.253684210526316,3.3251396648044693,5.395098039215686,0.0
184,2019-06-01,"4,664",2020-06-01,"3,879",10.40956937799043,16.635265700483092,22.696153846153848,0.0,0.1653846153846153,0.26,2.042995169082125,0.6782608695652175,6.8158878504672895,11.981220657276996,17.11924882629108,0.0,2.543,1.8434782608695648,6.018779342723005,0.0
186,2019-06-02,"4,822",2020-06-02,"3,733",9.012796208530808,15.224401913875598,21.46981132075472,0.0,1.6046728971962616,1.317989417989418,3.3119617224880384,0.5363636363636364,7.326046511627907,11.301408450704225,15.248826291079812,0.0891089108910891,5.131683168316831,4.935135135135135,6.698591549295775,0.0
188,2019-06-03,"4,965",2020-06-03,"3,687",9.795794392523366,14.61132075471698,19.48967136150235,0.0,1.5545454545454545,1.5853403141361258,3.870754716981132,0.4820754716981132,6.964186046511628,11.944859813084111,16.90747663551402,0.0,1.675,1.4109289617486338,6.055140186915888,0.0
190,2019-06-04,"4,649",2020-06-04,"3,782",7.294392523364486,13.174178403755867,19.02488262910798,0.0,0.7297297297297297,0.8230366492146596,4.876995305164319,0.0511737089201877,7.313043478260869,12.047087378640777,16.741545893719806,0.0,1.7309278350515465,1.6423728813559322,5.957766990291262,0.0048543689320388
192,2019-06-05,"4,630",2020-06-05,"3,729",8.254205607476637,12.74622641509434,17.222641509433963,0.0091743119266055,4.118181818181818,3.389473684210526,5.276415094339622,0.0226415094339622,6.321698113207548,11.90622009569378,17.480861244019138,0.0105263157894736,3.1354166666666665,2.3245810055865923,6.09377990430622,0.0
194,2019-06-06,"4,579",2020-06-06,"3,721",6.908411214953271,11.31990521327014,15.745283018867925,0.036697247706422,3.4081818181818178,3.1042105263157893,6.680094786729858,0.0,8.28780487804878,12.27401960784314,16.237254901960785,0.010752688172043,2.7655913978494624,3.051428571428572,5.725980392156862,0.0
196,2019-06-07,"4,433",2020-06-07,"3,725",6.5888372093023255,11.28142857142857,15.976777251184831,0.0,2.204807692307692,2.162903225806452,6.718571428571429,0.0,7.506280193236715,12.196097560975607,16.907692307692308,0.0,1.5822916666666669,1.163888888888889,5.80390243902439,0.0
198,2019-06-08,"4,382",2020-06-08,"3,899",7.621256038647343,12.449514563106796,17.285096153846155,0.0,0.8970588235294118,0.9371584699453552,5.550485436893204,0.0,7.523696682464455,11.861904761904762,16.190521327014217,0.0,5.995049504950496,3.794021739130435,6.138095238095239,0.0
200,2019-06-09,"4,636",2020-06-09,"3,578",7.27511961722488,12.744444444444444,18.226190476190474,0.0,2.680188679245284,2.100531914893617,5.255555555555556,0.0,6.701869158878505,10.82112676056338,14.930516431924882,0.0,4.98252427184466,4.920430107526882,7.178873239436619,0.0
202,2019-06-10,"4,836",2020-06-10,"3,843",9.714351851851852,14.492056074766356,19.252093023255814,0.0,2.123853211009174,2.2890052356020942,3.52803738317757,0.0200934579439252,9.735046728971964,14.344600938967137,18.931924882629108,0.0,2.392233009708738,2.214054054054054,3.693896713615023,0.0384976525821596
204,2019-06-11,"4,649",2020-06-11,"3,843",10.743601895734598,17.74375,24.721904761904764,0.0,0.9132075471698112,0.8725806451612902,1.3274038461538462,1.071153846153846,9.771563981042656,14.095215311004786,18.394736842105264,0.0,4.745098039215686,3.793406593406593,3.9119617224880394,0.0071770334928229
206,2019-06-12,"4,604",2020-06-12,"3,784",11.784134615384614,19.33009708737864,26.869565217391305,0.0,0.3009345794392523,0.3367567567567567,0.9660194174757282,2.296116504854369,9.847846889952152,13.766990291262136,17.69661835748792,0.0,7.434375,7.257303370786516,4.2873786407767,0.0543689320388349
208,2019-06-13,"4,566",2020-06-13,"3,699",12.15,17.99951690821256,23.840865384615384,0.0,0.7219047619047618,0.6731182795698925,1.508695652173913,1.5082125603864731,8.607766990291262,12.370731707317074,16.069417475728155,0.0,4.97872340425532,3.773295454545455,5.629268292682927,0.0
210,2019-06-14,"4,614",2020-06-14,"3,678",10.66256157635468,16.580303030303032,22.518407960199003,0.0,0.0548076923076923,0.0799999999999999,2.08989898989899,0.6702020202020201,8.553846153846154,12.119417475728154,15.666346153846153,0.0,3.863265306122449,3.7491620111731847,5.880582524271845,0.0
212,2019-06-15,"4,490",2020-06-15,"3,909",10.283009708737865,16.9,23.54417475728156,0.0,0.4368932038834951,0.4085561497326203,1.8858536585365853,0.7858536585365853,8.306046511627907,12.075586854460092,15.841588785046728,0.0,4.44326923076923,3.908064516129032,5.924413145539907,0.0
214,2019-06-16,"4,791",2020-06-16,"4,011",10.905263157894735,17.46135265700483,24.052857142857142,0.0,0.7524271844660194,0.4919786096256685,1.403864734299517,0.8652173913043478,8.3196261682243,13.541509433962265,18.722429906542057,0.0,0.296039603960396,0.5087912087912089,4.463207547169811,0.0047169811320754
216,2019-06-17,"5,081",2020-06-17,"3,987",11.55609756097561,17.449753694581283,23.330541871921184,0.0,1.4462962962962962,1.3484042553191489,1.6270935960591133,1.076847290640394,8.51549295774648,14.52735849056604,20.554672897196262,0.0,1.0425742574257426,0.7601092896174864,3.488679245283019,0.0160377358490566
218,2019-06-18,"4,673",2020-06-18,"3,917",11.947317073170732,16.55320197044335,21.18472906403941,0.0,2.5186915887850465,2.006878306878307,2.4059113300492614,0.9591133004926108,9.394977168949772,15.84746543778802,22.297706422018347,0.0,2.919047619047619,2.567741935483871,2.3493087557603687,0.1967741935483871
220,2019-06-19,"4,558",2020-06-19,"4,045",9.15841584158416,13.3125,17.54059405940594,0.0,2.0,2.2468085106382976,4.689,0.0015,11.741013824884794,16.97289719626168,22.170093457943924,0.0,9.867961165048545,7.261956521739131,1.6317757009345797,0.6046728971962617
222,2019-06-20,"4,479",2020-06-20,"3,821",7.677511961722487,12.532211538461535,17.38803827751196,0.0,1.7953271028037383,1.7553763440860215,5.475,0.0072115384615384,13.06729857819905,16.15047619047619,19.246445497630333,0.0,3.506122448979592,3.778888888888889,2.1752380952380954,0.3257142857142857
224,2019-06-21,"4,415",2020-06-21,"3,855",8.637500000000001,14.681042654028436,20.664928909952607,0.0,0.4552380952380952,0.5920212765957447,3.379620853080569,0.0606635071090047,11.508056872037914,15.868115942028984,20.281339712918665,0.0,2.281,1.766111111111111,2.484541062801932,0.3526570048309179
