,Pre-pandemic Date,"B.C.

Number of ED visits, pre-pandemic",Post-pandemic Date,"B.C.

Number of ED visits, pandemic period",PRE_MIN_TEMPERATURE,PRE_MEAN_TEMPERATURE,PRE_MAX_TEMPERATURE,PRE_TOTAL_SNOW,PRE_TOTAL_RAIN,PRE_TOTAL_PRECIPITATION,PRE_HEATING_DEGREE_DAYS,PRE_COOLING_DEGREE_DAYS,POST_MIN_TEMPERATURE,POST_MEAN_TEMPERATURE,POST_MAX_TEMPERATURE,POST_TOTAL_SNOW,POST_TOTAL_RAIN,POST_TOTAL_PRECIPITATION,POST_HEATING_DEGREE_DAYS,POST_COOLING_DEGREE_DAYS
20,2019-03-11,"5,123",2020-03-11,"4,412",-1.725925925925926,1.497196261682243,4.728372093023256,2.3000000000000003,8.78103448275862,9.260301507537688,16.502803738317755,0.0,-0.9858447488584476,2.9552995391705066,6.884862385321101,0.512280701754386,0.4157894736842105,1.117741935483871,15.044700460829493,0.0
22,2019-03-12,"4,803",2020-03-12,"4,566",-2.013084112149533,2.0338028169014084,6.092523364485981,0.543859649122807,0.6736842105263158,1.6474489795918366,15.966197183098592,0.0,-3.588073394495413,0.637037037037037,4.9169724770642205,0.1928571428571428,0.1982300884955752,0.374054054054054,17.362962962962964,0.0
24,2019-03-13,"4,812",2020-03-13,"4,452",-3.271100917431193,2.020833333333333,7.303669724770643,0.1321739130434782,1.7991379310344826,1.3236180904522612,15.979166666666666,0.0,-4.958796296296296,-1.4753554502369668,1.938388625592417,0.1850467289719626,0.0158878504672897,0.3468208092485549,19.475355450236968,0.0
26,2019-03-14,"4,697",2020-03-14,"3,867",-1.5350230414746544,2.704651162790697,6.938425925925926,0.1565217391304348,2.533333333333333,2.2628140703517587,15.295348837209302,0.0,-7.927536231884058,-3.778640776699029,0.2747619047619047,0.022429906542056,0.0,0.2463855421686747,21.778640776699028,0.0
28,2019-03-15,"4,876",2020-03-15,"3,894",0.1822429906542055,4.613942307692308,8.992380952380953,0.0849056603773584,0.3887850467289719,0.3329842931937172,13.386057692307691,0.0,-8.176525821596243,-1.6014150943396226,4.985116279069767,0.0,0.0145454545454545,0.0849999999999999,19.60141509433962,0.0
30,2019-03-16,"4,890",2020-03-16,"3,843",-0.3805825242718447,4.894117647058823,10.166990291262136,0.0380952380952381,0.7380952380952381,0.6462765957446809,13.105882352941176,0.0,-6.277727272727272,1.1101382488479263,8.46589861751152,0.0,0.0,0.0419354838709677,16.889861751152072,0.0
32,2019-03-17,"5,148",2020-03-17,"3,420",-0.8818181818181818,6.098477157360406,13.07536945812808,0.0,1.0342592592592592,0.6172043010752689,11.901522842639594,0.0,-3.5977064220183483,3.136405529953917,9.8815668202765,0.0,0.0,0.048087431693989,14.863594470046085,0.0
34,2019-03-18,"5,259",2020-03-18,"3,292",-0.152112676056338,7.3938388625592415,14.951643192488262,0.0,0.0495575221238938,0.035204081632653,10.60616113744076,0.0,-3.124074074074074,3.604245283018868,10.280841121495326,0.0,0.0296296296296296,0.0729281767955801,14.395754716981132,0.0
36,2019-03-19,"4,833",2020-03-19,"2,998",-0.2018691588785046,8.127699530516432,16.50601851851852,0.0,0.0,0.009090909090909,9.87230046948357,0.0,-2.3321100917431195,4.095852534562212,10.535023041474654,0.0,0.0,0.0891891891891892,13.904147465437788,0.0
38,2019-03-20,"4,836",2020-03-20,"2,962",0.4046296296296297,8.768867924528301,17.17699530516432,0.0,0.1509090909090909,0.0917948717948718,9.233490566037736,0.0023584905660377,-2.7410138248847926,4.452112676056338,11.653521126760564,0.0,0.0009090909090909,0.0497267759562841,13.54788732394366,0.0
