,LOCAL_DATE,MIN_TEMPERATURE,MEAN_TEMPERATURE,MAX_TEMPERATURE,TOTAL_SNOW,TOTAL_RAIN,TOTAL_PRECIPITATION,HEATING_DEGREE_DAYS,COOLING_DEGREE_DAYS,PROVINCE
0,2019-01-01,-2.4004807692307693,0.2689320388349514,2.9392344497607654,0.42636363636363633,3.916216216216216,3.6108247422680413,17.73106796116505,0.0,BC
1,2019-01-02,-0.6953488372093023,1.77803738317757,4.254377880184332,2.4478632478632476,25.56470588235294,19.691542288557216,16.22196261682243,0.0,BC
2,2019-01-03,0.13271028037383178,2.677358490566038,5.23943661971831,1.843859649122807,21.595689655172414,24.276119402985074,15.322641509433963,0.0,BC
3,2019-01-04,1.142512077294686,3.3773399014778325,5.616666666666666,0.5557692307692308,4.419047619047619,5.486387434554974,14.622660098522168,0.0,BC
4,2019-01-05,0.046153846153846136,2.104878048780488,4.189855072463768,1.0261682242990653,6.614953271028037,4.9703124999999995,15.895121951219512,0.0,BC
5,2019-01-06,-1.3703883495145632,1.3230392156862745,4.123333333333333,1.082882882882883,2.3125,4.131979695431472,16.676960784313724,0.0,BC
6,2019-01-07,-5.822897196261682,-2.2028169014084504,1.4453703703703704,0.6827586206896552,0.4573913043478261,0.9881443298969071,20.20281690140845,0.0,BC
7,2019-01-08,-7.763255813953488,-4.1985981308411215,-0.5506976744186046,3.5084745762711864,6.525833333333334,7.239698492462312,22.19859813084112,0.0,BC
8,2019-01-09,-3.290243902439024,-0.24581280788177343,2.8387254901960786,2.7212389380530975,8.858620689655172,10.917187499999999,18.245812807881773,0.0,BC
9,2019-01-10,0.19906542056074764,2.787264150943396,5.395774647887324,0.2407079646017699,6.727826086956521,6.699999999999999,15.212735849056603,0.0,BC
10,2019-01-11,0.9725961538461539,3.5082926829268293,6.109708737864077,0.07155963302752294,3.7899999999999996,3.869430051813471,14.491707317073171,0.0,BC
11,2019-01-12,0.16124401913875597,2.941346153846154,5.746411483253588,0.19626168224299065,1.7401869158878505,1.7098445595854923,15.058653846153845,0.0,BC
12,2019-01-13,0.06811594202898553,2.7053658536585368,5.421531100478468,0.005607476635514018,0.525,0.49062500000000003,15.294634146341464,0.0,BC
13,2019-01-14,-1.6847926267281108,0.9387096774193547,3.5342465753424657,0.01694915254237288,0.11864406779661017,0.09651741293532337,17.061290322580646,0.0,BC
14,2019-01-15,-3.154672897196262,-0.623943661971831,1.9257009345794394,0.061946902654867256,0.01327433628318584,0.05463917525773196,18.623943661971833,0.0,BC
15,2019-01-16,-3.7390697674418605,-0.9305164319248825,1.9291666666666667,0.1316239316239316,1.1440677966101696,0.79,18.930516431924882,0.0,BC
16,2019-01-17,-2.5551886792452834,0.20521327014218005,2.999530516431925,1.4584070796460178,7.142608695652174,6.264646464646465,17.79478672985782,0.0,BC
17,2019-01-18,-0.37264150943396224,2.0177884615384616,4.430143540669857,0.8801801801801802,7.841071428571429,7.719689119170985,15.98221153846154,0.0,BC
18,2019-01-19,-0.002857142857142843,3.0173076923076922,6.099043062200957,0.47339449541284406,4.743119266055046,5.8999999999999995,14.982692307692307,0.0,BC
19,2019-01-20,-2.2681159420289854,0.9650485436893204,4.3,0.03636363636363636,1.863963963963964,1.3603092783505157,17.03495145631068,0.0,BC
20,2019-01-21,-4.326388888888889,-0.4316279069767442,3.486111111111111,0.8655172413793104,3.677777777777778,3.0532663316582918,18.431627906976747,0.0,BC
21,2019-01-22,-2.0310185185185183,0.6451162790697674,3.347685185185185,2.463865546218487,13.895000000000001,13.134975369458129,17.354883720930232,0.0,BC
22,2019-01-23,-1.8014634146341464,1.1504901960784313,4.118137254901961,0.16666666666666666,0.5504347826086956,2.260846560846561,16.84950980392157,0.0,BC
23,2019-01-24,-1.7269767441860466,0.9352112676056338,3.5995327102803736,0.10769230769230768,0.647008547008547,0.5406091370558376,17.064788732394366,0.0,BC
24,2019-01-25,-0.6599056603773585,2.1164251207729468,4.9408653846153845,0.2403669724770642,1.181651376146789,1.3921465968586386,15.883574879227053,0.0,BC
25,2019-01-26,0.6473429951690821,3.148292682926829,5.626570048309179,0.05740740740740741,0.9490740740740741,0.7512953367875648,14.85170731707317,0.0,BC
26,2019-01-27,-0.9990291262135923,2.709756097560976,6.456190476190476,0.23669724770642203,0.46513761467889914,0.37435897435897436,15.290243902439025,0.0,BC
27,2019-01-28,-3.6816513761467893,0.12638888888888888,3.973271889400922,0.0017857142857142859,0.0017857142857142859,0.018592964824120605,17.87361111111111,0.0,BC
28,2019-01-29,-5.615813953488373,-1.4089201877934274,2.8330232558139534,0.10714285714285714,0.033628318584070796,0.12690355329949238,19.408920187793427,0.0,BC
29,2019-01-30,-3.730373831775701,-0.3145539906103287,3.115813953488372,0.40350877192982454,1.3295652173913044,1.2306532663316583,18.314553990610328,0.0,BC
30,2019-01-31,-0.7881278538812785,1.7555555555555555,4.356221198156682,1.7330434782608697,9.882905982905983,8.903465346534654,16.244444444444444,0.0,BC
31,2019-02-01,-1.0136150234741783,1.3314285714285716,3.7301886792452827,1.3963963963963963,6.800900900900901,9.710204081632654,16.66857142857143,0.0,BC
32,2019-02-02,-5.83755868544601,-2.3823809523809523,1.2009478672985783,0.47757009345794393,0.2308411214953271,0.772872340425532,20.382380952380952,0.0,BC
33,2019-02-03,-12.894258373205743,-9.387980769230769,-5.600467289719626,1.4912280701754386,0.17192982456140352,1.5873626373626373,27.38798076923077,0.0,BC
34,2019-02-04,-14.550691244239632,-10.731481481481481,-6.84147465437788,0.09230769230769231,0.03418803418803419,0.22054054054054054,28.73148148148148,0.0,BC
35,2019-02-05,-14.32935779816514,-9.541935483870967,-4.698630136986301,0.04406779661016949,0.0423728813559322,0.07473118279569893,27.54193548387097,0.0,BC
36,2019-02-06,-12.834234234234234,-8.138009049773755,-3.355156950672646,0.38666666666666666,0.18333333333333332,0.47253886010362695,26.138009049773757,0.0,BC
37,2019-02-07,-10.544239631336405,-6.536574074074075,-2.4463302752293576,1.2256410256410257,0.39827586206896554,1.2630208333333333,24.53657407407407,0.0,BC
38,2019-02-08,-9.415207373271889,-6.011737089201878,-2.5413953488372094,1.6794642857142856,0.18035714285714285,1.4184782608695652,24.011737089201876,0.0,BC
39,2019-02-09,-12.15962441314554,-8.320754716981131,-4.374766355140187,0.11891891891891891,0.0,0.22178770949720672,26.32075471698113,0.0,BC
40,2019-02-10,-13.96338028169014,-9.534285714285714,-5.027570093457944,5.119642857142857,0.010714285714285714,3.608196721311475,27.534285714285712,0.0,BC
41,2019-02-11,-13.198611111111111,-8.873611111111112,-4.555251141552511,5.655,0.0,4.087958115183246,26.87361111111111,0.0,BC
42,2019-02-12,-10.245909090909091,-7.197706422018348,-4.070909090909091,6.117500000000001,0.09333333333333332,5.53,25.19770642201835,0.0,BC
43,2019-02-13,-11.208294930875574,-6.6654205607476635,-2.0101382488479262,0.24273504273504273,0.017241379310344827,0.5079787234042553,24.665420560747663,0.0,BC
44,2019-02-14,-10.923502304147465,-6.133333333333333,-1.2278538812785387,3.254166666666667,1.8241666666666667,3.8154639175257734,24.133333333333333,0.0,BC
45,2019-02-15,-5.523502304147465,-2.672169811320755,0.2088785046728972,0.9447368421052632,2.9556521739130432,3.768041237113402,20.672169811320753,0.0,BC
46,2019-02-16,-4.871563981042654,-2.103809523809524,0.7616822429906542,0.3837837837837838,0.4900900900900901,0.7552631578947369,20.103809523809524,0.0,BC
47,2019-02-17,-6.90093023255814,-3.147196261682243,0.6842592592592593,0.059459459459459456,0.01081081081081081,0.1436842105263158,21.147196261682243,0.0,BC
48,2019-02-18,-9.433333333333334,-4.6099056603773585,0.2953917050691244,0.5421052631578948,0.40884955752212393,0.6430051813471502,22.609905660377358,0.0,BC
49,2019-02-19,-6.483636363636364,-2.9926605504587154,0.5082191780821917,1.6398305084745763,1.9638655462184873,3.2648241206030155,20.992660550458712,0.0,BC
50,2019-02-20,-6.108256880733944,-1.6898148148148149,2.680275229357798,0.17777777777777778,0.05258620689655172,0.3195,19.689814814814813,0.0,BC
51,2019-02-21,-7.835454545454545,-2.7456621004566206,2.3678733031674204,1.1915254237288135,2.3949152542372882,2.4447236180904524,20.74566210045662,0.0,BC
52,2019-02-22,-4.851152073732719,-1.5061320754716983,1.8990610328638498,2.589189189189189,2.7981981981981985,4.972538860103628,19.506132075471697,0.0,BC
53,2019-02-23,-6.129245283018868,-2.5004761904761907,1.185781990521327,0.5045871559633027,2.6559633027522938,2.5162303664921466,20.500476190476192,0.0,BC
54,2019-02-24,-8.029047619047619,-3.5598086124401913,1.0548837209302324,0.03508771929824561,0.2570175438596491,0.25077720207253884,21.559808612440193,0.0,BC
55,2019-02-25,-10.367272727272729,-5.48302752293578,-0.489041095890411,0.001724137931034483,0.0,0.034536082474226806,23.48302752293578,0.0,BC
56,2019-02-26,-10.940566037735849,-5.160952380952381,0.7231132075471699,0.017857142857142856,0.0,0.020320855614973262,23.16095238095238,0.0,BC
57,2019-02-27,-10.121126760563381,-4.041509433962264,2.1107476635514018,0.7586206896551724,0.08521739130434783,0.504102564102564,22.041509433962265,0.0,BC
58,2019-02-28,-6.5695852534562205,-1.6167441860465117,3.399537037037037,0.7973451327433628,0.04336283185840707,0.7329896907216494,19.616744186046514,0.0,BC
59,2019-03-01,-7.16047619047619,-2.262135922330097,2.619806763285024,0.07735849056603773,0.02830188679245283,0.07675675675675675,20.262135922330096,0.0,BC
60,2019-03-02,-9.664878048780487,-4.54264705882353,0.6407766990291263,0.019417475728155338,0.0,0.03333333333333333,22.54264705882353,0.0,BC
61,2019-03-03,-11.698058252427185,-5.815196078431373,0.15942028985507245,0.022429906542056073,0.009345794392523364,0.03701657458563536,23.815196078431374,0.0,BC
