,Year,Week,Province,"Age at time of death_Age at time of death, 0 to 44 years","Age at time of death_Age at time of death, 45 to 64 years","Age at time of death_Age at time of death, 65 to 84 years","Age at time of death_Age at time of death, 85 years and over","Age at time of death_Age at time of death, 0 to 44 years female","Age at time of death_Age at time of death, 45 to 64 years female","Age at time of death_Age at time of death, 65 to 84 years female","Age at time of death_Age at time of death, 85 years and over female"
466,2019,2019-09-07,Saskatchewan,1,1,1,1,0.0,10.0,25.0,45.0
467,2019,2019-09-07,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
468,2019,2019-09-14,Alberta,1,1,1,1,5.0,30.0,90.0,80.0
469,2019,2019-09-14,BC,1,1,1,1,10.0,40.0,115.0,130.0
470,2019,2019-09-14,Manitoba,1,1,1,1,5.0,10.0,40.0,45.0
471,2019,2019-09-14,New Brunswick,1,1,1,1,0.0,10.0,25.0,40.0
472,2019,2019-09-14,Newfoundland and Labrador,1,1,1,1,0.0,5.0,20.0,20.0
473,2019,2019-09-14,Northwest Territories,1,1,1,1,0.0,0.0,0.0,5.0
474,2019,2019-09-14,Nova Scotia,1,1,1,1,0.0,10.0,35.0,35.0
475,2019,2019-09-14,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
476,2019,2019-09-14,ON,1,1,1,1,25.0,90.0,365.0,465.0
477,2019,2019-09-14,Prince Edward Island,1,1,1,1,0.0,0.0,5.0,5.0
478,2019,2019-09-14,QC,1,1,1,1,10.0,60.0,260.0,255.0
479,2019,2019-09-14,Saskatchewan,1,1,1,1,5.0,20.0,25.0,40.0
480,2019,2019-09-14,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
481,2019,2019-09-21,Alberta,1,1,1,1,15.0,40.0,80.0,80.0
482,2019,2019-09-21,BC,1,1,1,1,10.0,55.0,120.0,145.0
483,2019,2019-09-21,Manitoba,1,1,1,1,10.0,10.0,40.0,40.0
484,2019,2019-09-21,New Brunswick,1,1,1,1,5.0,10.0,25.0,40.0
485,2019,2019-09-21,Newfoundland and Labrador,1,1,1,1,0.0,10.0,20.0,15.0
486,2019,2019-09-21,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
487,2019,2019-09-21,Nova Scotia,1,1,1,1,0.0,15.0,20.0,35.0
488,2019,2019-09-21,Nunavut,1,1,1,1,0.0,0.0,0.0,5.0
489,2019,2019-09-21,ON,1,1,1,1,25.0,110.0,335.0,400.0
490,2019,2019-09-21,Prince Edward Island,1,1,1,1,0.0,0.0,10.0,10.0
491,2019,2019-09-21,QC,1,1,1,1,10.0,70.0,245.0,265.0
492,2019,2019-09-21,Saskatchewan,1,1,1,1,10.0,10.0,25.0,35.0
493,2019,2019-09-21,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
494,2019,2019-09-28,Alberta,1,1,1,1,15.0,40.0,95.0,100.0
495,2019,2019-09-28,BC,1,1,1,1,5.0,35.0,125.0,150.0
496,2019,2019-09-28,Manitoba,1,1,1,1,0.0,10.0,40.0,45.0
497,2019,2019-09-28,New Brunswick,1,1,1,1,0.0,15.0,35.0,25.0
498,2019,2019-09-28,Newfoundland and Labrador,1,1,1,1,0.0,10.0,20.0,20.0
499,2019,2019-09-28,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
500,2019,2019-09-28,Nova Scotia,1,1,1,1,5.0,10.0,35.0,30.0
501,2019,2019-09-28,Nunavut,1,1,1,1,0.0,0.0,5.0,0.0
502,2019,2019-09-28,ON,1,1,1,1,40.0,140.0,410.0,470.0
503,2019,2019-09-28,Prince Edward Island,1,1,1,1,0.0,5.0,5.0,10.0
504,2019,2019-09-28,QC,1,1,1,1,15.0,60.0,260.0,300.0
505,2019,2019-09-28,Saskatchewan,1,1,1,1,5.0,10.0,30.0,50.0
506,2019,2019-09-28,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
507,2019,2019-10-05,Alberta,1,1,1,1,10.0,35.0,90.0,85.0
508,2019,2019-10-05,BC,1,1,1,1,15.0,40.0,130.0,140.0
509,2019,2019-10-05,Manitoba,1,1,1,1,0.0,25.0,40.0,45.0
510,2019,2019-10-05,New Brunswick,1,1,1,1,0.0,10.0,40.0,30.0
511,2019,2019-10-05,Newfoundland and Labrador,1,1,1,1,0.0,5.0,20.0,10.0
512,2019,2019-10-05,Northwest Territories,1,1,1,1,0.0,0.0,5.0,0.0
513,2019,2019-10-05,Nova Scotia,1,1,1,1,0.0,10.0,40.0,35.0
514,2019,2019-10-05,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
515,2019,2019-10-05,ON,1,1,1,1,30.0,100.0,370.0,480.0
516,2019,2019-10-05,Prince Edward Island,1,1,1,1,0.0,0.0,5.0,10.0
517,2019,2019-10-05,QC,1,1,1,1,20.0,70.0,280.0,300.0
518,2019,2019-10-05,Saskatchewan,1,1,1,1,0.0,10.0,25.0,40.0
519,2019,2019-10-05,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
520,2019,2019-10-12,Alberta,1,1,1,1,10.0,30.0,95.0,110.0
521,2019,2019-10-12,BC,1,1,1,1,5.0,35.0,110.0,165.0
522,2019,2019-10-12,Manitoba,1,1,1,1,0.0,15.0,25.0,50.0
523,2019,2019-10-12,New Brunswick,1,1,1,1,0.0,10.0,25.0,25.0
524,2019,2019-10-12,Newfoundland and Labrador,1,1,1,1,0.0,0.0,15.0,15.0
525,2019,2019-10-12,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
526,2019,2019-10-12,Nova Scotia,1,1,1,1,5.0,10.0,35.0,40.0
527,2019,2019-10-12,Nunavut,1,1,1,1,0.0,0.0,5.0,0.0
528,2019,2019-10-12,ON,1,1,1,1,30.0,115.0,405.0,470.0
529,2019,2019-10-12,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,15.0
530,2019,2019-10-12,QC,1,1,1,1,10.0,60.0,255.0,280.0
531,2019,2019-10-12,Saskatchewan,1,1,1,1,0.0,5.0,30.0,40.0
532,2019,2019-10-12,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
533,2019,2019-10-19,Alberta,1,1,1,1,10.0,30.0,100.0,110.0
534,2019,2019-10-19,BC,1,1,1,1,10.0,40.0,130.0,185.0
535,2019,2019-10-19,Manitoba,1,1,1,1,10.0,10.0,40.0,55.0
536,2019,2019-10-19,New Brunswick,1,1,1,1,0.0,5.0,35.0,35.0
537,2019,2019-10-19,Newfoundland and Labrador,1,1,1,1,0.0,10.0,25.0,20.0
538,2019,2019-10-19,Northwest Territories,1,1,1,1,0.0,0.0,5.0,0.0
539,2019,2019-10-19,Nova Scotia,1,1,1,1,5.0,5.0,60.0,35.0
540,2019,2019-10-19,Nunavut,1,1,1,1,5.0,5.0,0.0,0.0
541,2019,2019-10-19,ON,1,1,1,1,25.0,110.0,380.0,490.0
542,2019,2019-10-19,Prince Edward Island,1,1,1,1,0.0,0.0,5.0,10.0
543,2019,2019-10-19,QC,1,1,1,1,20.0,85.0,275.0,295.0
544,2019,2019-10-19,Saskatchewan,1,1,1,1,5.0,10.0,40.0,40.0
545,2019,2019-10-19,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
546,2019,2019-10-26,Alberta,1,1,1,1,10.0,30.0,100.0,115.0
547,2019,2019-10-26,BC,1,1,1,1,5.0,40.0,130.0,160.0
548,2019,2019-10-26,Manitoba,1,1,1,1,5.0,10.0,40.0,50.0
549,2019,2019-10-26,New Brunswick,1,1,1,1,5.0,10.0,40.0,20.0
550,2019,2019-10-26,Newfoundland and Labrador,1,1,1,1,0.0,5.0,20.0,20.0
551,2019,2019-10-26,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
552,2019,2019-10-26,Nova Scotia,1,1,1,1,5.0,10.0,40.0,25.0
553,2019,2019-10-26,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
554,2019,2019-10-26,ON,1,1,1,1,35.0,100.0,395.0,505.0
555,2019,2019-10-26,Prince Edward Island,1,1,1,1,0.0,0.0,5.0,5.0
556,2019,2019-10-26,QC,1,1,1,1,15.0,70.0,275.0,315.0
557,2019,2019-10-26,Saskatchewan,1,1,1,1,5.0,10.0,25.0,35.0
558,2019,2019-10-26,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
559,2019,2019-11-02,Alberta,1,1,1,1,15.0,30.0,90.0,115.0
560,2019,2019-11-02,BC,1,1,1,1,10.0,45.0,130.0,185.0
561,2019,2019-11-02,Manitoba,1,1,1,1,10.0,10.0,40.0,55.0
562,2019,2019-11-02,New Brunswick,1,1,1,1,5.0,10.0,40.0,35.0
563,2019,2019-11-02,Newfoundland and Labrador,1,1,1,1,5.0,10.0,30.0,10.0
564,2019,2019-11-02,Northwest Territories,1,1,1,1,0.0,0.0,0.0,5.0
565,2019,2019-11-02,Nova Scotia,1,1,1,1,0.0,15.0,50.0,35.0
566,2019,2019-11-02,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
567,2019,2019-11-02,ON,1,1,1,1,45.0,105.0,395.0,475.0
568,2019,2019-11-02,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,5.0
569,2019,2019-11-02,QC,1,1,1,1,10.0,60.0,275.0,300.0
570,2019,2019-11-02,Saskatchewan,1,1,1,1,5.0,10.0,35.0,50.0
571,2019,2019-11-02,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
572,2019,2019-11-09,Alberta,1,1,1,1,15.0,35.0,95.0,95.0
573,2019,2019-11-09,BC,1,1,1,1,15.0,45.0,130.0,170.0
574,2019,2019-11-09,Manitoba,1,1,1,1,10.0,10.0,35.0,55.0
575,2019,2019-11-09,New Brunswick,1,1,1,1,0.0,10.0,25.0,40.0
576,2019,2019-11-09,Newfoundland and Labrador,1,1,1,1,0.0,10.0,25.0,15.0
577,2019,2019-11-09,Northwest Territories,1,1,1,1,0.0,0.0,0.0,5.0
578,2019,2019-11-09,Nova Scotia,1,1,1,1,0.0,10.0,40.0,45.0
579,2019,2019-11-09,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
580,2019,2019-11-09,ON,1,1,1,1,45.0,130.0,400.0,500.0
581,2019,2019-11-09,Prince Edward Island,1,1,1,1,0.0,0.0,5.0,10.0
582,2019,2019-11-09,QC,1,1,1,1,20.0,80.0,245.0,295.0
583,2019,2019-11-09,Saskatchewan,1,1,1,1,10.0,10.0,30.0,35.0
584,2019,2019-11-09,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
585,2019,2019-11-16,Alberta,1,1,1,1,10.0,35.0,80.0,95.0
586,2019,2019-11-16,BC,1,1,1,1,10.0,45.0,125.0,165.0
587,2019,2019-11-16,Manitoba,1,1,1,1,5.0,15.0,40.0,30.0
588,2019,2019-11-16,New Brunswick,1,1,1,1,0.0,10.0,30.0,25.0
589,2019,2019-11-16,Newfoundland and Labrador,1,1,1,1,0.0,10.0,20.0,25.0
590,2019,2019-11-16,Northwest Territories,1,1,1,1,0.0,0.0,5.0,0.0
591,2019,2019-11-16,Nova Scotia,1,1,1,1,0.0,5.0,45.0,45.0
592,2019,2019-11-16,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
593,2019,2019-11-16,ON,1,1,1,1,30.0,130.0,390.0,510.0
594,2019,2019-11-16,Prince Edward Island,1,1,1,1,0.0,0.0,10.0,0.0
595,2019,2019-11-16,QC,1,1,1,1,15.0,65.0,250.0,320.0
596,2019,2019-11-16,Saskatchewan,1,1,1,1,10.0,10.0,25.0,45.0
597,2019,2019-11-16,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
598,2019,2019-11-23,Alberta,1,1,1,1,10.0,25.0,80.0,95.0
599,2019,2019-11-23,BC,1,1,1,1,20.0,45.0,110.0,195.0
600,2019,2019-11-23,Manitoba,1,1,1,1,0.0,10.0,50.0,60.0
601,2019,2019-11-23,New Brunswick,1,1,1,1,0.0,5.0,35.0,30.0
602,2019,2019-11-23,Newfoundland and Labrador,1,1,1,1,0.0,10.0,20.0,15.0
603,2019,2019-11-23,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
604,2019,2019-11-23,Nova Scotia,1,1,1,1,0.0,5.0,40.0,30.0
605,2019,2019-11-23,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
606,2019,2019-11-23,ON,1,1,1,1,30.0,110.0,415.0,510.0
607,2019,2019-11-23,Prince Edward Island,1,1,1,1,0.0,0.0,5.0,5.0
608,2019,2019-11-23,QC,1,1,1,1,15.0,70.0,220.0,345.0
609,2019,2019-11-23,Saskatchewan,1,1,1,1,10.0,10.0,25.0,35.0
610,2019,2019-11-23,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
611,2019,2019-11-30,Alberta,1,1,1,1,10.0,45.0,90.0,105.0
612,2019,2019-11-30,BC,1,1,1,1,10.0,50.0,135.0,180.0
613,2019,2019-11-30,Manitoba,1,1,1,1,10.0,10.0,45.0,45.0
614,2019,2019-11-30,New Brunswick,1,1,1,1,5.0,5.0,35.0,30.0
615,2019,2019-11-30,Newfoundland and Labrador,1,1,1,1,5.0,5.0,25.0,20.0
616,2019,2019-11-30,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
617,2019,2019-11-30,Nova Scotia,1,1,1,1,0.0,15.0,45.0,35.0
618,2019,2019-11-30,Nunavut,1,1,1,1,5.0,5.0,0.0,0.0
619,2019,2019-11-30,ON,1,1,1,1,45.0,110.0,395.0,515.0
620,2019,2019-11-30,Prince Edward Island,1,1,1,1,0.0,5.0,10.0,5.0
621,2019,2019-11-30,QC,1,1,1,1,15.0,75.0,255.0,315.0
622,2019,2019-11-30,Saskatchewan,1,1,1,1,5.0,10.0,25.0,50.0
623,2019,2019-11-30,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
624,2019,2019-12-07,Alberta,1,1,1,1,15.0,30.0,105.0,110.0
625,2019,2019-12-07,BC,1,1,1,1,20.0,35.0,150.0,185.0
626,2019,2019-12-07,Manitoba,1,1,1,1,5.0,20.0,45.0,65.0
627,2019,2019-12-07,New Brunswick,1,1,1,1,10.0,5.0,40.0,20.0
628,2019,2019-12-07,Newfoundland and Labrador,1,1,1,1,5.0,5.0,25.0,10.0
629,2019,2019-12-07,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
630,2019,2019-12-07,Nova Scotia,1,1,1,1,5.0,10.0,35.0,40.0
631,2019,2019-12-07,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
632,2019,2019-12-07,ON,1,1,1,1,45.0,135.0,395.0,490.0
633,2019,2019-12-07,Prince Edward Island,1,1,1,1,0.0,0.0,5.0,5.0
634,2019,2019-12-07,QC,1,1,1,1,10.0,65.0,280.0,315.0
635,2019,2019-12-07,Saskatchewan,1,1,1,1,0.0,15.0,35.0,45.0
636,2019,2019-12-07,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
637,2019,2019-12-14,Alberta,1,1,1,1,10.0,40.0,100.0,105.0
638,2019,2019-12-14,BC,1,1,1,1,10.0,25.0,150.0,165.0
639,2019,2019-12-14,Manitoba,1,1,1,1,10.0,15.0,50.0,50.0
640,2019,2019-12-14,New Brunswick,1,1,1,1,5.0,15.0,30.0,35.0
641,2019,2019-12-14,Newfoundland and Labrador,1,1,1,1,0.0,0.0,25.0,20.0
642,2019,2019-12-14,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
643,2019,2019-12-14,Nova Scotia,1,1,1,1,5.0,15.0,50.0,50.0
644,2019,2019-12-14,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
645,2019,2019-12-14,ON,1,1,1,1,35.0,130.0,400.0,465.0
646,2019,2019-12-14,Prince Edward Island,1,1,1,1,0.0,0.0,5.0,5.0
647,2019,2019-12-14,QC,1,1,1,1,15.0,60.0,245.0,345.0
648,2019,2019-12-14,Saskatchewan,1,1,1,1,0.0,10.0,30.0,50.0
649,2019,2019-12-14,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
650,2019,2019-12-21,Alberta,1,1,1,1,15.0,35.0,110.0,105.0
651,2019,2019-12-21,BC,1,1,1,1,15.0,40.0,135.0,175.0
652,2019,2019-12-21,Manitoba,1,1,1,1,5.0,10.0,30.0,50.0
653,2019,2019-12-21,New Brunswick,1,1,1,1,0.0,10.0,35.0,30.0
654,2019,2019-12-21,Newfoundland and Labrador,1,1,1,1,5.0,10.0,20.0,15.0
655,2019,2019-12-21,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
656,2019,2019-12-21,Nova Scotia,1,1,1,1,0.0,15.0,45.0,35.0
657,2019,2019-12-21,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
658,2019,2019-12-21,ON,1,1,1,1,40.0,135.0,395.0,515.0
659,2019,2019-12-21,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,5.0
660,2019,2019-12-21,QC,1,1,1,1,20.0,65.0,275.0,330.0
661,2019,2019-12-21,Saskatchewan,1,1,1,1,5.0,10.0,30.0,50.0
662,2019,2019-12-21,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
663,2019,2019-12-28,Alberta,1,1,1,1,15.0,40.0,110.0,110.0
664,2019,2019-12-28,BC,1,1,1,1,10.0,45.0,145.0,165.0
665,2019,2019-12-28,Manitoba,1,1,1,1,10.0,10.0,45.0,60.0
666,2019,2019-12-28,New Brunswick,1,1,1,1,0.0,10.0,25.0,30.0
667,2019,2019-12-28,Newfoundland and Labrador,1,1,1,1,5.0,0.0,20.0,15.0
668,2019,2019-12-28,Northwest Territories,1,1,1,1,0.0,5.0,0.0,5.0
669,2019,2019-12-28,Nova Scotia,1,1,1,1,5.0,15.0,45.0,45.0
670,2019,2019-12-28,Nunavut,1,1,1,1,0.0,0.0,5.0,0.0
671,2019,2019-12-28,ON,1,1,1,1,45.0,130.0,420.0,515.0
672,2019,2019-12-28,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,10.0
673,2019,2019-12-28,QC,1,1,1,1,15.0,70.0,280.0,335.0
674,2019,2019-12-28,Saskatchewan,1,1,1,1,0.0,10.0,35.0,55.0
675,2019,2019-12-28,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
676,2020,2020-01-04,Alberta,1,1,1,1,10.0,25.0,105.0,125.0
677,2020,2020-01-04,BC,1,1,1,1,10.0,40.0,140.0,185.0
678,2020,2020-01-04,Manitoba,1,1,1,1,0.0,15.0,50.0,65.0
679,2020,2020-01-04,New Brunswick,1,1,1,1,5.0,15.0,35.0,40.0
680,2020,2020-01-04,Newfoundland and Labrador,1,1,1,1,0.0,5.0,15.0,15.0
681,2020,2020-01-04,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
682,2020,2020-01-04,Nova Scotia,1,1,1,1,0.0,15.0,50.0,40.0
683,2020,2020-01-04,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
684,2020,2020-01-04,ON,1,1,1,1,40.0,140.0,445.0,565.0
685,2020,2020-01-04,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
686,2020,2020-01-04,QC,1,1,1,1,15.0,70.0,310.0,340.0
687,2020,2020-01-04,Saskatchewan,1,1,1,1,5.0,15.0,30.0,55.0
688,2020,2020-01-04,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
689,2020,2020-01-11,Alberta,1,1,1,1,15.0,40.0,115.0,105.0
690,2020,2020-01-11,BC,1,1,1,1,5.0,45.0,150.0,190.0
691,2020,2020-01-11,Manitoba,1,1,1,1,10.0,15.0,45.0,70.0
692,2020,2020-01-11,New Brunswick,1,1,1,1,0.0,10.0,25.0,25.0
693,2020,2020-01-11,Newfoundland and Labrador,1,1,1,1,5.0,5.0,30.0,20.0
694,2020,2020-01-11,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
695,2020,2020-01-11,Nova Scotia,1,1,1,1,5.0,5.0,35.0,45.0
696,2020,2020-01-11,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
697,2020,2020-01-11,ON,1,1,1,1,45.0,130.0,440.0,560.0
698,2020,2020-01-11,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
699,2020,2020-01-11,QC,1,1,1,1,15.0,85.0,310.0,390.0
700,2020,2020-01-11,Saskatchewan,1,1,1,1,5.0,10.0,40.0,55.0
701,2020,2020-01-11,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
702,2020,2020-01-18,Alberta,1,1,1,1,15.0,35.0,115.0,110.0
703,2020,2020-01-18,BC,1,1,1,1,15.0,40.0,145.0,180.0
704,2020,2020-01-18,Manitoba,1,1,1,1,5.0,15.0,50.0,65.0
705,2020,2020-01-18,New Brunswick,1,1,1,1,0.0,5.0,35.0,40.0
706,2020,2020-01-18,Newfoundland and Labrador,1,1,1,1,0.0,5.0,25.0,20.0
707,2020,2020-01-18,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
708,2020,2020-01-18,Nova Scotia,1,1,1,1,0.0,15.0,50.0,35.0
709,2020,2020-01-18,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
710,2020,2020-01-18,ON,1,1,1,1,40.0,145.0,425.0,540.0
711,2020,2020-01-18,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
712,2020,2020-01-18,QC,1,1,1,1,15.0,85.0,270.0,390.0
713,2020,2020-01-18,Saskatchewan,1,1,1,1,5.0,10.0,40.0,55.0
714,2020,2020-01-18,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
715,2020,2020-01-25,Alberta,1,1,1,1,15.0,40.0,120.0,100.0
716,2020,2020-01-25,BC,1,1,1,1,20.0,45.0,155.0,200.0
717,2020,2020-01-25,Manitoba,1,1,1,1,5.0,10.0,50.0,70.0
718,2020,2020-01-25,New Brunswick,1,1,1,1,0.0,10.0,35.0,35.0
719,2020,2020-01-25,Newfoundland and Labrador,1,1,1,1,0.0,5.0,20.0,15.0
720,2020,2020-01-25,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
721,2020,2020-01-25,Nova Scotia,1,1,1,1,0.0,15.0,40.0,50.0
722,2020,2020-01-25,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
723,2020,2020-01-25,ON,1,1,1,1,30.0,140.0,430.0,500.0
724,2020,2020-01-25,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
725,2020,2020-01-25,QC,1,1,1,1,15.0,75.0,300.0,355.0
726,2020,2020-01-25,Saskatchewan,1,1,1,1,5.0,15.0,30.0,40.0
727,2020,2020-01-25,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
728,2020,2020-02-01,Alberta,1,1,1,1,10.0,40.0,90.0,115.0
729,2020,2020-02-01,BC,1,1,1,1,10.0,40.0,135.0,170.0
730,2020,2020-02-01,Manitoba,1,1,1,1,5.0,15.0,35.0,45.0
731,2020,2020-02-01,New Brunswick,1,1,1,1,0.0,5.0,25.0,45.0
732,2020,2020-02-01,Newfoundland and Labrador,1,1,1,1,0.0,0.0,30.0,35.0
733,2020,2020-02-01,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
734,2020,2020-02-01,Nova Scotia,1,1,1,1,0.0,10.0,40.0,35.0
735,2020,2020-02-01,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
736,2020,2020-02-01,ON,1,1,1,1,30.0,140.0,420.0,520.0
737,2020,2020-02-01,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
738,2020,2020-02-01,QC,1,1,1,1,15.0,75.0,270.0,340.0
739,2020,2020-02-01,Saskatchewan,1,1,1,1,5.0,15.0,30.0,45.0
740,2020,2020-02-01,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
741,2020,2020-02-08,Alberta,1,1,1,1,10.0,35.0,105.0,120.0
742,2020,2020-02-08,BC,1,1,1,1,10.0,40.0,135.0,155.0
743,2020,2020-02-08,Manitoba,1,1,1,1,10.0,20.0,50.0,50.0
744,2020,2020-02-08,New Brunswick,1,1,1,1,0.0,10.0,25.0,35.0
745,2020,2020-02-08,Newfoundland and Labrador,1,1,1,1,0.0,5.0,25.0,20.0
746,2020,2020-02-08,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
747,2020,2020-02-08,Nova Scotia,1,1,1,1,5.0,5.0,40.0,45.0
748,2020,2020-02-08,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
749,2020,2020-02-08,ON,1,1,1,1,40.0,120.0,395.0,515.0
750,2020,2020-02-08,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
751,2020,2020-02-08,QC,1,1,1,1,10.0,90.0,290.0,355.0
752,2020,2020-02-08,Saskatchewan,1,1,1,1,5.0,15.0,25.0,50.0
753,2020,2020-02-08,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
754,2020,2020-02-15,Alberta,1,1,1,1,15.0,35.0,100.0,95.0
755,2020,2020-02-15,BC,1,1,1,1,15.0,40.0,120.0,145.0
756,2020,2020-02-15,Manitoba,1,1,1,1,5.0,10.0,35.0,30.0
757,2020,2020-02-15,New Brunswick,1,1,1,1,0.0,5.0,35.0,30.0
758,2020,2020-02-15,Newfoundland and Labrador,1,1,1,1,0.0,15.0,25.0,25.0
759,2020,2020-02-15,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
760,2020,2020-02-15,Nova Scotia,1,1,1,1,5.0,20.0,50.0,35.0
761,2020,2020-02-15,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
762,2020,2020-02-15,ON,1,1,1,1,35.0,125.0,425.0,515.0
763,2020,2020-02-15,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
764,2020,2020-02-15,QC,1,1,1,1,25.0,80.0,290.0,320.0
765,2020,2020-02-15,Saskatchewan,1,1,1,1,5.0,15.0,35.0,35.0
766,2020,2020-02-15,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
767,2020,2020-02-22,Alberta,1,1,1,1,15.0,30.0,90.0,90.0
768,2020,2020-02-22,BC,1,1,1,1,15.0,55.0,130.0,170.0
769,2020,2020-02-22,Manitoba,1,1,1,1,5.0,15.0,40.0,55.0
770,2020,2020-02-22,New Brunswick,1,1,1,1,0.0,10.0,45.0,20.0
771,2020,2020-02-22,Newfoundland and Labrador,1,1,1,1,5.0,5.0,25.0,20.0
772,2020,2020-02-22,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
773,2020,2020-02-22,Nova Scotia,1,1,1,1,0.0,10.0,45.0,45.0
774,2020,2020-02-22,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
775,2020,2020-02-22,ON,1,1,1,1,40.0,125.0,385.0,505.0
776,2020,2020-02-22,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
777,2020,2020-02-22,QC,1,1,1,1,15.0,70.0,275.0,350.0
778,2020,2020-02-22,Saskatchewan,1,1,1,1,5.0,10.0,35.0,40.0
779,2020,2020-02-22,Yukon,1,1,1,1,0.0,0.0,0.0,0.0
780,2020,2020-02-29,Alberta,1,1,1,1,10.0,30.0,105.0,100.0
781,2020,2020-02-29,BC,1,1,1,1,20.0,35.0,130.0,170.0
782,2020,2020-02-29,Manitoba,1,1,1,1,10.0,10.0,40.0,45.0
783,2020,2020-02-29,New Brunswick,1,1,1,1,5.0,5.0,30.0,50.0
784,2020,2020-02-29,Newfoundland and Labrador,1,1,1,1,0.0,5.0,30.0,20.0
785,2020,2020-02-29,Northwest Territories,1,1,1,1,0.0,0.0,0.0,0.0
786,2020,2020-02-29,Nova Scotia,1,1,1,1,5.0,10.0,50.0,45.0
787,2020,2020-02-29,Nunavut,1,1,1,1,0.0,0.0,0.0,0.0
788,2020,2020-02-29,ON,1,1,1,1,35.0,100.0,405.0,465.0
789,2020,2020-02-29,Prince Edward Island,1,1,1,1,0.0,0.0,0.0,0.0
790,2020,2020-02-29,QC,1,1,1,1,30.0,85.0,275.0,330.0
